,ds_id,name,group,submitter,is_public,polarity,organism,organism_part,condition,source,raw_source,analyzer,raw_analyzer,matrix,raw_matrix,solvent,raw_solvent,rp,fdr5,fdr10,fdr20,fdr50,batch_grouping,matrix_solvent,rp_range,batch_weight
1276,2020-10-02_11h04m40s,Human CEA Patient K - section 8,Erasmus MC,Mirjam Visscher,True,Positive,human,artery,diseased,MALDI,MALDI,FTICR,FTICR 12T,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,2625000.0,71,84,57,7,2020-10-02_11h04m40s,DHB,high,1.0
1282,2020-09-24_23h46m12s,20200923_jl_kidney_negmode_nedc_005_2,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,240000.0,11,15,124,1258,2020-09-24_23h46m12s,DHB,high,0.3333333333333333
1283,2020-09-24_23h45m35s,20200923_jl_kidney_negmode_nedc_005_1,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,240000.0,25,25,195,1197,2020-09-24_23h46m12s,DHB,high,0.3333333333333333
1286,2020-09-20_01h24m25s,Epig_Slid1-CtrlVeh2-S6_20UM_09142020-CENTROID,UTHSA,Leila Hejazi,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,45,92,207,1328,2020-09-20_01h24m25s,DAN,medium,1.0
1287,2020-09-20_00h41m24s,Epig_Slid1-Epi-ZDF-Veh-22-s1_30UM_09142020-CENTROID,UTHSA,Leila Hejazi,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,41,91,247,1210,2020-09-20_00h41m24s,DAN,medium,1.0
1290,2020-09-13_22h32m24s,2020-09-11_BrainSpOmics_M1S6_nedc_neg_501x576_10ss_29AT,♡EMBL♡,Mohammed Shahraz,True,Negative,mouse,brain,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,NEDC,NEDC,ACN,70% ACN,140000.0,39,25,149,932,2020-09-13_22h32m24s,NEDC,medium,1.0
1293,2020-09-11_13h14m59s,MPIMM_211_QE_WF1_label,MPI Bremen,Manuel Liebeke,True,Positive,methyloprofundus sedimentii wf1,cells,wildtype,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,DHAP,"2,5-dihydroxyacetophenone (DHA)",EtOH,"Ethanol:Water=4:1, 0.1% TFA",240000.0,192,179,71,427,2020-09-11_13h14m59s,DHAP,high,0.5
1294,2020-06-11_16h40m15s,2016_2_26_RECAL_MaizeLeaf_B73_distal_5um_FTMS_825_10shots,Iowa State University,Josiah Rensner,True,Negative,maize,leaf,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,none,42426.406871192856,5,31,17,20,2020-06-11_16h40m15s,DAN,low,1.0
1295,2020-06-11_23h00m11s,2014_07_20_RECAL_2week_2ndleaf_base_DAN_neg,Iowa State University,Josiah Rensner,True,Negative,maize,leaf,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,none,42426.406871192856,25,16,72,82,2020-06-11_23h00m11s,DAN,low,1.0
1296,2020-06-11_23h39m06s,2016_1_25_RECAL_BM_distal_MaizeLeaf_FTMS_5um_DAN_835laser,Iowa State University,Josiah Rensner,True,Negative,maize,leaf,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,none,42426.406871192856,15,19,123,74,2020-06-11_23h39m06s,DAN,low,1.0
1298,2020-06-12_15h47m30s,2014_04_21_RECAL_Corn_leaf_6um_DAN,Iowa State University,Josiah Rensner,True,Negative,maize,leaf,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,none,42426.406871192856,22,64,113,147,2020-06-12_15h47m30s,DAN,low,0.5
1299,2020-06-12_16h35m45s,2014_06_05_RECAL_Day,Iowa State University,Josiah Rensner,True,Negative,maize,leaf,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,none,42426.406871192856,5,68,163,243,2020-06-12_16h35m45s,DAN,low,1.0
1300,2020-06-12_17h14m59s,2014_06_24_RECAL_Dark_5_mid_DAN_neg,Iowa State University,Josiah Rensner,True,Negative,maize,leaf,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,none,42426.406871192856,24,20,134,157,2020-06-12_17h14m59s,DAN,low,1.0
1301,2020-06-12_17h38m35s,2014_06_24_RECAL_Dark_5_mid_DAN_neg_140624202328,Iowa State University,Josiah Rensner,True,Negative,maize,leaf,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,none,42426.406871192856,24,69,149,168,2020-06-12_17h38m35s,DAN,low,1.0
1302,2020-06-12_17h58m11s,2014_06_08_RECAL_Night_tip_A_DAN_Neg,Iowa State University,Josiah Rensner,True,Negative,maize,leaf,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,none,42426.406871192856,26,55,95,129,2020-06-12_17h58m11s,DAN,low,1.0
1303,2020-07-07_17h22m05s,2013_12_31_B73_R1_T24_S4_Sec23_DAN_Neg,Iowa State University,Josiah Rensner,True,Negative,maize,seed,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,23,42426.406871192856,111,83,181,10,2020-07-07_17h22m05s,DAN,low,0.5
1304,2020-07-07_17h23m30s,2013_12_30_B73_R1_T24_S3_Sec23_DAN_Neg,Iowa State University,Josiah Rensner,True,Negative,maize,seed,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,23,42426.406871192856,2,85,124,83,2020-07-07_17h22m05s,DAN,low,0.5
1305,2020-07-07_17h25m54s,2013_12_31_B73_R1_T24_S3_Sec24_9AA_Neg,Iowa State University,Josiah Rensner,True,Negative,maize,seed,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,9AA,9-aminoacridine (9AA),Other,23,42426.406871192856,12,29,23,62,2020-07-07_17h25m54s,9AA,low,0.3333333333333333
1306,2020-07-07_17h26m27s,2013_12_31_B73_R1_T24_S4_Sec24_9AA_Neg,Iowa State University,Josiah Rensner,True,Negative,maize,seed,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,9AA,9-aminoacridine (9AA),Other,23,42426.406871192856,49,57,101,4,2020-07-07_17h25m54s,9AA,low,0.3333333333333333
1307,2020-07-07_17h32m46s,2014_1_2_B73_R1_T24_S4_Sec21_DHB_Pos,Iowa State University,Josiah Rensner,True,Positive,maize,seed,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,23,42426.406871192856,91,195,219,269,2020-07-07_17h14m45s,DHB,low,0.3333333333333333
1309,2020-07-23_17h19m25s,"RECAL_36_Hour_MO17-1,10_DHB_Pos",Iowa State University,Josiah Rensner,True,Positive,maize,seed,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,23,42426.406871192856,54,96,443,673,2020-07-23_17h19m25s,DHB,low,1.0
1310,2020-07-23_18h33m12s,RECAL_MO17_Corn_Seed_2_anda_half_days_DHB_Pos_130628143842,Iowa State University,Josiah Rensner,True,Positive,maize,seed,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,23,42426.406871192856,63,179,361,260,2020-07-23_18h33m12s,DHB,low,1.0
1311,2020-07-28_20h33m00s,2014_1_1_MO17_R1_T24_S4_Sec6_DAN_Neg,Iowa State University,Josiah Rensner,True,Negative,maize,seed,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,23,42426.406871192856,87,84,198,191,2020-07-28_20h39m14s,DAN,low,0.3333333333333333
1312,2020-07-29_20h38m37s,2014_1_2_MO17_R1_T24_S4_Sec4_DHB_Pos,Iowa State University,Josiah Rensner,True,Positive,maize,seed,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,23,42426.406871192856,90,167,319,221,2020-07-29_20h38m12s,DHB,low,0.3333333333333333
1313,2020-07-28_20h35m49s,2014_1_1_MO17_R1_T24_S5_Sec23_9AA_Neg,Iowa State University,Josiah Rensner,True,Negative,maize,seed,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,9AA,9-aminoacridine (9AA),Other,23,42426.406871192856,18,68,146,121,2020-07-28_20h35m49s,9AA,low,0.5
1314,2020-07-28_20h39m14s,2014_1_4_MO17_R1_T24_S5_Sec24_DAN_Neg,Iowa State University,Josiah Rensner,True,Negative,maize,seed,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,23,42426.406871192856,7,25,114,342,2020-07-28_20h39m14s,DAN,low,0.3333333333333333
1315,2020-07-29_20h47m49s,2015_03_09_Mo17_T24_S3_Sec9_DHB_Pos_HighMass,Iowa State University,Josiah Rensner,True,Positive,maize,seed,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,23,42426.406871192856,26,37,42,101,2020-08-03_17h32m30s,DHB,low,0.3333333333333333
1316,2020-08-03_17h32m30s,2015_03_09_Mo17_T24_S4_Sec3_DHB_Pos_HighMass,Iowa State University,Josiah Rensner,True,Positive,maize,seed,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,23,42426.406871192856,11,49,49,188,2020-08-03_17h32m30s,DHB,low,0.3333333333333333
1322,2020-08-28_22h38m52s,20200826_jl_kidney_brukercomp_4,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,240000.0,17,13,66,1628,2020-08-28_22h26m39s,DHB,high,0.25
1323,2020-08-28_22h18m01s,20200826_jl_kidney_brukercomp_2,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,240000.0,32,45,75,2056,2020-08-28_22h26m39s,DHB,high,0.25
1324,2020-08-28_22h10m30s,20200826_jl_kidney_brukercomp_1,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,240000.0,30,29,96,2160,2020-08-28_22h26m39s,DHB,high,0.25
1333,2020-08-11_14h47m17s,Brain 8_24 hours_pos,U Copenhagen,Pernille Jørgensen,True,Positive,mouse,brain,wildtype,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,132,332,1659,2009,2020-08-11_14h47m17s,Other Solvent,medium,0.3333333333333333
1334,2020-08-11_15h03m07s,Brain 4_6 hours_neg,U Copenhagen,Pernille Jørgensen,True,Negative,mouse,brain,wildtype,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,166,262,584,558,2020-08-11_11h05m54s,Other Solvent,medium,0.3333333333333333
1335,2020-08-11_15h16m00s,Brain 25_20 days_neg,U Copenhagen,Pernille Jørgensen,True,Negative,mouse,brain,wildtype,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,83,413,155,283,2020-08-11_15h16m00s,Other Solvent,medium,1.0
1336,2020-08-11_15h16m52s,Brain 25_20 days_pos,U Copenhagen,Pernille Jørgensen,True,Positive,mouse,brain,wildtype,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,239,761,1452,539,2020-08-11_15h14m21s,Other Solvent,medium,0.5
1337,2020-08-11_15h11m00s,Brain 4_6 hours_pos,U Copenhagen,Pernille Jørgensen,True,Positive,mouse,brain,wildtype,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,35,289,1644,8398,2020-08-11_14h47m17s,Other Solvent,medium,0.3333333333333333
1338,2020-08-06_16h40m28s,MPIMM_207_QE_P_PFAcryo_AM_SYM,MPI Bremen,Benedikt Geier,True,Positive,acropora millipora,tissue section,sym,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,240000.0,5,11,36,358,2020-08-06_16h37m37s,DHB,high,0.2
1340,2020-07-26_14h44m44s,2020-07-25_ME_Drosophila_MH_Slide2_C2_DAN_Neg_33x42_31at_50umss,♡EMBL♡,Mans Ekelof,True,Negative,drosophila,whole embryo,n/a,MALDI,AP-SMALDI5,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",ACN,70% ACN,140000.0,75,94,178,335,2020-07-26_14h44m44s,DHB,medium,1.0
1341,2020-07-24_15h08m41s,2020-07-24_ME_Drosophila_Slide5_C1_pos_57x54_100-900_100umss_27at,♡EMBL♡,Mans Ekelof,True,Positive,drosophila,whole embryo,n/a,MALDI,AP-SMALDI5,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",ACN,70% ACN,140000.0,9,85,324,2518,2020-07-24_15h08m41s,DHB,medium,1.0
1342,2020-07-15_16h57m51s,20200709_jl_lung_10,PNNL,Jessica Lukowski,True,Positive,human,lung,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,240000.0,83,74,164,1705,2020-07-15_16h57m51s,DHB,high,0.14285714285714285
1343,2020-07-15_16h56m26s,20200709_jl_lung_8,PNNL,Jessica Lukowski,True,Positive,human,lung,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,240000.0,72,57,160,1623,2020-07-15_16h57m51s,DHB,high,0.14285714285714285
1344,2020-07-15_16h55m42s,20200709_jl_lung_7,PNNL,Jessica Lukowski,True,Positive,human,lung,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,240000.0,82,73,212,1742,2020-07-15_16h57m51s,DHB,high,0.14285714285714285
1345,2020-07-10_23h06m56s,20200709_jl_lungmap_lung_5,PNNL,Jessica Lukowski,True,Positive,human,lung,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,240000.0,46,82,77,1149,2020-07-10_22h06m25s,DHB,high,0.2
1346,2020-07-10_23h06m21s,20200709_jl_lungmap_lung_4,PNNL,Jessica Lukowski,True,Positive,human,lung,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,240000.0,75,75,138,1517,2020-07-10_22h06m25s,DHB,high,0.2
1347,2020-07-10_23h05m18s,20200709_jl_lungmap_lung_2,PNNL,Jessica Lukowski,True,Positive,human,lung,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,240000.0,45,60,124,1069,2020-07-10_22h06m25s,DHB,high,0.2
1349,2020-07-07_23h55m11s,20200706_jl_kidney_nedc_negmode_005_2,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,44,37,85,572,2020-07-07_23h47m41s,NEDC,high,0.08333333333333333
1350,2020-07-07_23h47m41s,20200706_jl_kidney_nedc_negmode_005_1,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,44,30,94,719,2020-07-07_23h47m41s,NEDC,high,0.08333333333333333
1351,2020-07-07_23h30m35s,20200706_jl_kidney_nedc_negmode_004_2,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,26,46,47,589,2020-07-07_23h47m41s,NEDC,high,0.08333333333333333
1352,2020-07-07_23h34m13s,20200706_jl_kidney_nedc_negmode_004_3,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,33,23,78,546,2020-07-07_23h47m41s,NEDC,high,0.08333333333333333
1353,2020-07-07_23h29m46s,20200706_jl_kidney_nedc_negmode_004_1,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,46,25,64,512,2020-07-07_23h47m41s,NEDC,high,0.08333333333333333
1354,2020-07-07_23h15m33s,20200706_jl_kidney_nedc_negmode_002_2,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,5,67,56,296,2020-07-07_23h47m41s,NEDC,high,0.08333333333333333
1355,2020-07-07_23h15m15s,20200706_jl_kidney_nedc_negmode_002_1,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,5,37,46,243,2020-07-07_23h47m41s,NEDC,high,0.08333333333333333
1356,2020-07-07_22h56m20s,20200706_jl_kidney_nedc_negmode_001_3,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,6,34,43,278,2020-07-07_23h47m41s,NEDC,high,0.08333333333333333
1357,2020-06-26_20h32m25s,Embryo-WT-297-16,UT Austin,Rachel DeHoog,True,Negative,mouse,embryo,wildtype,ESI,DESI,Orbitrap,Q-Exactive-Orbitrap-HF,Other,none,ACN,75% ACN | 25% DMF,60000.0,128,25,69,2,2020-06-26_20h32m25s,ACN,low,1.0
1358,2020-06-26_20h24m51s,05142018_neg_mouseembryo_WT_238_5_left,UT Austin,Rachel DeHoog,True,Negative,mouse,embryo,wildtype,ESI,DESI,Orbitrap,Q-Exactive-Orbitrap,Other,none,ACN,75% ACN | 25% DMF,70000.0,116,72,22,78,2020-06-26_20h24m51s,ACN,low,1.0
1359,2020-06-23_22h14m56s,20200622_jl_17635_005_2,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,5,48,55,551,2020-06-23_21h30m35s,NEDC,high,0.08333333333333333
1364,2020-06-18_01h19m01s,20200610_dv_17635_005_2,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,51,22,150,638,2020-06-15_22h11m57s,NEDC,high,0.05555555555555555
1365,2020-06-18_01h23m57s,20200610_dv_17635_005_4,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,34,41,116,721,2020-06-15_22h11m57s,NEDC,high,0.05555555555555555
1366,2020-06-18_01h14m53s,20200610_dv_17635_005_1,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,47,44,122,793,2020-06-15_22h11m57s,NEDC,high,0.05555555555555555
1367,2020-06-18_00h57m17s,20200610_dv_17635_004_3,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,41,15,92,558,2020-06-15_22h11m57s,NEDC,high,0.05555555555555555
1368,2020-06-18_00h53m54s,20200610_dv_17635_004_1,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,47,25,82,614,2020-06-15_22h11m57s,NEDC,high,0.05555555555555555
1369,2020-06-18_00h37m15s,20200610_dv_17635_002_3,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,44,22,95,648,2020-06-15_22h11m57s,NEDC,high,0.05555555555555555
1370,2020-06-15_22h11m57s,20200610_dv_17635_004_2,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,48,28,55,428,2020-06-15_22h11m57s,NEDC,high,0.05555555555555555
1371,2020-06-15_21h42m43s,20200610_dv_17635_002_1,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,52,25,93,556,2020-06-15_22h11m57s,NEDC,high,0.05555555555555555
1372,2020-06-15_21h46m07s,20200610_dv_17635_002_2,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,52,29,77,464,2020-06-15_22h11m57s,NEDC,high,0.05555555555555555
1389,2020-05-21_17h34m19s,20200519_dv_17-635-004_nedc_cycles_12_3,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,44,28,134,699,2020-05-21_02h48m51s,NEDC,high,0.08333333333333333
1390,2020-05-21_17h08m46s,20200519_dv_17-635-004_nedc_cycles_10_3,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,25,47,117,1061,2020-05-21_02h48m51s,NEDC,high,0.08333333333333333
1391,2020-05-21_17h08m17s,20200519_dv_17-635-004_nedc_cycles_10_2,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,35,48,110,829,2020-05-21_02h48m51s,NEDC,high,0.08333333333333333
1392,2020-05-21_17h07m47s,20200519_dv_17-635-004_nedc_cycles_10_1,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,41,34,111,715,2020-05-21_02h48m51s,NEDC,high,0.08333333333333333
1393,2020-05-21_02h52m04s,20200519_dv_17-635-004_nedc_cycles_8_2,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,22,24,51,471,2020-05-21_02h48m51s,NEDC,high,0.08333333333333333
1394,2020-05-21_02h51m38s,20200519_dv_17-635-004_nedc_cycles_8_1,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,21,18,61,376,2020-05-21_02h48m51s,NEDC,high,0.08333333333333333
1395,2020-05-21_02h48m51s,20200519_dv_17-635-004_nedc_cycles_6_1,PNNL,Jessica Lukowski,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,8,28,73,395,2020-05-21_02h48m51s,NEDC,high,0.08333333333333333
1397,2020-05-17_08h59m34s,19.01_2F_DHB_30um_05132020,Spectroglyph LLC,Mikhail Belov,True,Positive,human,brain,control,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,120000.0,25,97,270,1276,2020-05-17_08h59m34s,DHB,medium,1.0
1398,2020-05-16_18h26m44s,18.001F_S2_DHB_30um,Spectroglyph LLC,Mikhail Belov,True,Positive,human,brain,control,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,120000.0,13,53,67,95,2020-05-16_18h26m44s,DHB,medium,1.0
1399,2020-05-15_01h59m41s,18.001F_S2_DHB_30um_ 0513202020,UTHSA,Annapurna Pamreddy,True,Positive,human,brain,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,134164.07864998738,15,49,66,98,2020-05-15_01h59m41s,DHB,medium,1.0
1402,2020-04-10_23h24m39s,20200322_dv_xavier_6cla_lowmz,PNNL,Dusan Velickovic,True,Positive,bacillus subtilis,colonies,n/a,MALDI,MALDI,FTICR,FTICR,DHB,DHB,MeOH,70% MeOH,240000.0,22,24,30,193,2020-04-10_23h24m39s,DHB,high,1.0
1404,2016-10-25_14h44m47s,Xenograft_3_135um,AstraZeneca,Nicole Strittmatter,True,Negative,mouse,tumour,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,342,511,524,551,2016-10-25_14h44m47s,Other Solvent,medium,1.0
1405,2016-10-28_10h26m38s,xenograft CT-26 S10,AstraZeneca,Nicole Strittmatter,True,Negative,mouse,tumour,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,357,466,1162,2165,2016-10-28_10h26m38s,Other Solvent,medium,1.0
1406,2016-12-09_10h16m23s,DESI quan_Swales,AstraZeneca,Nicole Strittmatter,True,Positive,mouse,tumour,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,498,703,1302,3877,2016-12-09_10h16m23s,Other Solvent,medium,1.0
1407,2016-09-21_16h06m51s,AstraZeneca//Rat_kidneys,AstraZeneca,Nicole Strittmatter,True,Negative,rat,kidney,wildtype,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,218,477,853,1304,2016-09-21_16h06m51s,Other Solvent,medium,1.0
