ds_id,name,group,submitter,is_public,polarity,source,raw_source,analyzer,raw_analyzer,matrix,raw_matrix,solvent,raw_solvent,rp,fdr5,fdr10,fdr20,fdr50,batch_grouping,matrix_solvent,rp_range,batch_weight,weight,include_in_recal,include_in_pilot
2019-01-25_20h40m46s,11132017_07112017_36A_2_5,UT Austin,Clara L Feider,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,ACN,75% ACN | 25% DMF,84852.81374238571,71.0,47.0,87.0,15.0,2019-01-25_20h40m46s,ACN,medium,1.0,280189.8719909446,True,True
2020-06-26_20h24m51s,05142018_neg_mouseembryo_WT_238_5_left,UT Austin,Rachel DeHoog,True,Negative,ESI,DESI,Orbitrap,Q-Exactive-Orbitrap,Other,none,ACN,75% ACN | 25% DMF,70000.0,116.0,72.0,22.0,78.0,2020-06-26_20h24m51s,ACN,low,1.0,1161166.9252685932,True,False
2020-06-26_20h27m02s,Embryo-null-282-6,UT Austin,Rachel DeHoog,True,Negative,ESI,DESI,Orbitrap,Q-Exactive-Orbitrap,Other,none,ACN,75% ACN | 25% DMF,70000.0,128.0,44.0,,50.0,2020-06-26_20h27m02s,ACN,low,0.5,580583.4626342966,False,False
2020-06-26_20h30m48s,Embryo-null-295-28,UT Austin,Rachel DeHoog,True,Negative,ESI,DESI,Orbitrap,Q-Exactive-Orbitrap-HF,Other,none,ACN,75% ACN | 25% DMF,60000.0,120.0,24.0,36.0,15.0,2020-06-26_20h27m02s,ACN,low,0.5,580583.4626342966,False,False
2020-06-26_20h32m25s,Embryo-WT-297-16,UT Austin,Rachel DeHoog,True,Negative,ESI,DESI,Orbitrap,Q-Exactive-Orbitrap-HF,Other,none,ACN,75% ACN | 25% DMF,60000.0,128.0,25.0,69.0,2.0,2020-06-26_20h32m25s,ACN,low,1.0,1161166.9252685932,True,False
2021-03-28_21h33m31s,1I_pos_lowmass,UT Austin,Mary King,True,Positive,ESI,DESI,Orbitrap,Orbitrap,Other,none,ACN,100% ACN,60000.0,189.0,682.0,488.0,292.0,2021-03-28_21h33m31s,ACN,low,1.0,1070930.043961049,True,False
2021-03-28_22h13m58s,1J_pos_lowmass,UT Austin,Mary King,True,Positive,ESI,DESI,Orbitrap,Orbitrap,Other,none,ACN,100% ACN,60000.0,233.0,575.0,363.0,243.0,2021-03-28_22h13m58s,ACN,low,1.0,1070930.043961049,False,False
2021-03-28_23h24m30s,1J_pos_highmass,UT Austin,Mary King,True,Positive,ESI,DESI,Orbitrap,Orbitrap,Other,none,ACN,100% ACN,60000.0,18.0,15.0,83.0,2151.0,2021-03-28_23h24m30s,ACN,low,1.0,1070930.043961049,True,True
2021-03-29_00h13m35s,1I_pos_highmass,UT Austin,Mary King,True,Positive,ESI,DESI,Orbitrap,Orbitrap,Other,none,ACN,100% ACN,60000.0,20.0,16.0,95.0,2499.0,2021-03-29_00h13m35s,ACN,low,1.0,1070930.043961049,True,True
2017-05-03_18h41m08s,04272017_M_5_4,UTHSA,Guanshi Zhang,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,62.0,129.0,113.0,148.0,2017-05-03_17h48m18s,Other Solvent,low,0.1,44777.231511029764,False,False
2017-05-03_18h42m38s,04272017_M_12_5,UTHSA,Guanshi Zhang,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,60.0,132.0,162.0,204.0,2017-05-03_17h48m18s,Other Solvent,low,0.1,44777.231511029764,False,False
2018-06-14_00h45m31s,PS_22Bottom_S1_N2_50um,UTHSA,Guanshi Zhang,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,120000.0,9.0,86.0,342.0,910.0,2018-06-14_22h22m09s,DHB,medium,0.25,35412.983662223196,False,False
2018-07-13_06h11m18s,HSC_P1_N1_100um,UTHSA,Guanshi Zhang,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,120000.0,27.0,112.0,344.0,165.0,2018-07-13_06h11m18s,DHB,medium,0.3333333333333333,47217.31154963093,False,False
2018-07-14_04h53m26s,DRG_P1_TN5_50um,UTHSA,Guanshi Zhang,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,120000.0,70.0,124.0,188.0,54.0,2018-07-14_04h49m34s,DHB,medium,0.25,35412.983662223196,False,False
2018-09-14_18h15m42s,k233_combined three datasets,UTHSA,Guanshi Zhang,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,120000.0,34.0,69.0,138.0,79.0,2018-09-14_18h15m42s,DHB,medium,1.0,141651.93464889278,False,False
2018-12-18_04h24m37s,K572_B1_DHB+_50um,UTHSA,Guanshi Zhang,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,120000.0,1.0,13.0,146.0,193.0,2018-12-18_04h24m37s,DHB,medium,0.5,70825.96732444639,True,False
2018-12-19_01h26m52s,K572_T3_DAN-_50um,UTHSA,Guanshi Zhang,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH,120000.0,17.0,13.0,11.0,3.0,2018-12-19_01h26m52s,DAN,medium,1.0,163130.353215611,False,False
2019-01-01_01h00m29s,17-1606_T2_DHB_20um,UTHSA,Guanshi Zhang,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,120000.0,4.0,24.0,119.0,97.0,2019-01-01_01h03m53s,DHB,medium,0.3333333333333333,56660.77385955711,False,False
2019-01-07_07h33m40s,18-312_P1_B1_DHB_50um,UTHSA,Guanshi Zhang,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,120000.0,10.0,53.0,110.0,118.0,2019-01-07_07h33m40s,DHB,medium,0.3333333333333333,56660.77385955711,False,False
2019-03-06_23h29m19s,18_142_DHB_20um_S11,UTHSA,Guanshi Zhang,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,120000.0,17.0,50.0,151.0,12.0,2019-03-06_23h29m19s,DHB,medium,1.0,169982.32157867134,False,False
2019-04-12_20h22m31s,17-635-002_3_S3_Lip_Pos_20190412_AP,UTHSA,Annapurna Pamreddy,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,120000.0,12.0,17.0,287.0,628.0,2019-04-12_20h22m31s,DHB,medium,1.0,185300.48281457913,False,False
2019-04-20_00h55m20s,DB2AK_B-3_2,UTHSA,Annapurna Pamreddy,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,9AA,9-aminoacridine (9AA),Acetone,Acetone/water=6/5,120000.0,4.0,14.0,129.0,702.0,2019-04-20_01h02m45s,9AA,medium,0.5,92650.24140728956,False,False
2019-05-10_19h06m41s,17-635-002_2_S1_SM_Neg_20190509_AP,UTHSA,Annapurna Pamreddy,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,27.0,11.0,6.0,,2019-09-05_21h58m55s,DAN,medium,0.018518518518518517,3951.800913024206,False,False
2019-06-25_21h52m46s,Brain_1_30um_06242019,UTHSA,Annapurna Pamreddy,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,12.0,54.0,231.0,46.0,2019-06-25_21h52m46s,DAN,medium,1.0,213397.24930330718,True,True
2019-07-17_22h01m46s,WT_1_SM_30um_07172019_Centroid,UTHSA,Annapurna Pamreddy,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,20.0,27.0,305.0,103.0,2019-07-17_22h01m46s,DAN,medium,1.0,213397.24930330718,True,True
2019-07-29_23h28m17s,La_1_ WT_97_30um_07292019,UTHSA,Annapurna Pamreddy,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",ACN,50% ACN,120000.0,11.0,12.0,24.0,39.0,2019-07-29_23h28m17s,DAN,medium,1.0,213397.24930330718,False,False
2019-08-16_16h59m54s,Brain1_CL_30um_08152019_MP,UTHSA,Annapurna Pamreddy,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,47.0,20.0,63.0,196.0,2019-08-16_16h59m54s,DAN,medium,1.0,185300.48281457913,False,False
2019-10-04_18h20m50s,17-635-007_9_S1-SM_Neg_20191003_AP,UTHSA,Annapurna Pamreddy,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,25.0,13.0,159.0,55.0,2019-10-04_18h20m50s,DAN,medium,1.0,213397.24930330718,False,False
2019-10-26_00h19m57s,F2_30um_10242019,UTHSA,Annapurna Pamreddy,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,31.0,29.0,212.0,36.0,2019-10-26_00h19m57s,DAN,medium,0.3333333333333333,71132.41643443571,True,False
2019-10-29_21h29m01s,E4_30um_10262019,UTHSA,Annapurna Pamreddy,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,42.0,96.0,138.0,15.0,2019-10-29_16h33m32s,DAN,medium,0.25,53349.312325826795,False,False
2019-10-29_21h40m16s,D1_30um_10282019,UTHSA,Annapurna Pamreddy,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,19.0,28.0,191.0,74.0,2019-10-29_21h47m59s,DAN,medium,0.3333333333333333,71132.41643443571,False,False
2020-12-11_19h31m26s,S-2006-002097_3_S4_SM_Neg_20201208_AP,UTHSA,Annapurna Pamreddy,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,58.0,88.0,333.0,1004.0,2021-12-01_18h08m03s,DAN,medium,0.004830917874396135,1202.7220170073674,False,False
2021-09-21_17h44m05s,223_S1_5_20um_09202021_c,UTHSA,Annapurna Pamreddy,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,2.0,11.0,22.0,664.0,2021-09-21_19h04m11s,DAN,medium,0.5,142264.83286887145,False,False
2021-09-27_21h27m38s,409_S1_3_30um_SM_09242021_c,UTHSA,Annapurna Pamreddy,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",ACN,90%ACN,134164.07864998738,27.0,25.0,107.0,1273.0,2021-09-27_21h27m38s,DAN,medium,0.09090909090909091,25866.333248885716,False,False
2021-09-27_21h48m27s,416_S1_3_30um_SM_09242021_c,UTHSA,Annapurna Pamreddy,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",ACN,90%ACN,134164.07864998738,15.0,30.0,102.0,1039.0,2021-09-27_21h27m38s,DAN,medium,0.09090909090909091,25866.333248885716,False,False
2021-09-27_22h29m13s,416_S1_5_30um_Lip_09252021_c,UTHSA,Annapurna Pamreddy,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",ACN,90%ACN,134164.07864998738,22.0,33.0,92.0,1290.0,2021-09-21_18h58m37s,DAN,medium,0.1111111111111111,27451.923379937645,False,False
2022-04-01_21h01m59s,S1_NoLockMass_04012022,UTHSA,Annapurna Pamreddy,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,24.0,33.0,221.0,1460.0,2022-04-01_21h01m59s,DAN,medium,1.0,320095.8739549608,True,False
2022-04-11_22h09m10s,S1_NoLockMass_04012022_Recal,UTHSA,Annapurna Pamreddy,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,7.0,16.0,30.0,1091.0,2022-04-11_22h09m10s,DAN,medium,1.0,320095.8739549608,True,True
2022-05-21_20h01m28s,S-2107-023624_Sec3_S3_SM_Neg_20220520_GZ,UTHSA,Guanshi Zhang,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,67.0,113.0,395.0,1120.0,2022-06-09_18h56m28s,DAN,medium,0.05555555555555555,16313.035321561098,False,False
2022-06-09_18h56m28s,S-2103-004042_Sec7_S3_SM_Neg_20220607_GZ,UTHSA,Guanshi Zhang,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,14.0,21.0,194.0,749.0,2022-06-09_18h56m28s,DAN,medium,0.05555555555555555,16313.035321561098,False,False
2022-06-09_18h59m58s,S-2103-004114_Sec7_S3_SM_Neg_20220607_GZ,UTHSA,Guanshi Zhang,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,13.0,27.0,174.0,732.0,2022-06-09_18h56m28s,DAN,medium,0.05555555555555555,16313.035321561098,False,False
2022-06-09_19h02m47s,S-2103-004114_Sec10_S3_SM_Neg_20220607_GZ,UTHSA,Guanshi Zhang,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,16.0,41.0,184.0,836.0,2022-06-09_18h56m28s,DAN,medium,0.05555555555555555,16313.035321561098,True,False
2022-06-11_22h21m56s,024_7_S3_SM_Neg_20220609_GZ,UTHSA,Guanshi Zhang,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,36.0,57.0,277.0,1402.0,2022-06-11_22h18m44s,DAN,medium,0.3333333333333333,97878.21192936659,True,True
2022-06-11_22h24m24s,024_9_S3_SM_Neg_20220609_GZ,UTHSA,Guanshi Zhang,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,28.0,27.0,86.0,1793.0,2022-06-11_22h18m44s,DAN,medium,0.3333333333333333,97878.21192936659,False,False
2022-06-11_22h37m37s,S-2107-023651_Mimetic1_S3_SM_Neg_20220610_GZ,UTHSA,Guanshi Zhang,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,33.0,35.0,171.0,599.0,2022-07-16_08h06m25s,DAN,medium,0.08333333333333333,24469.552982341647,False,False
2022-06-25_19h56m30s,S-2107-023561_9_S3_SM_Neg_20220624_GZ],UTHSA,Guanshi Zhang,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,44.0,23.0,383.0,207.0,2022-06-25_19h56m30s,DAN,medium,0.5,146817.3178940499,False,False
2022-07-16_07h07m42s,S-2101-000800_Mimetic1_S3_SM_Neg_20220713_GZ,UTHSA,Guanshi Zhang,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,33.0,43.0,206.0,209.0,2022-07-16_08h06m25s,DAN,medium,0.08333333333333333,24469.552982341647,False,False
2022-08-16_10h14m23s,MouseBrain_PlasmaPI_Pos20um,UoW,Jesse Michael,True,Positive,MALDI,MALDI,TOF,qTOF,DHAP,"2,5-dihydroxyacetophenone (DHA)",Other,none,60000.0,14.0,249.0,556.0,1250.0,2022-08-16_10h14m23s,DHAP,low,1.0,6074735.135469673,True,True
2022-08-16_12h31m33s,MouseBrain_PlasmaPI_Pos_TIMS,UoW,Jesse Michael,True,Positive,MALDI,MALDI,TOF,qTOF,DHAP,"2,5-dihydroxyacetophenone (DHA)",Other,none,60000.0,46.0,77.0,156.0,855.0,2022-08-16_12h31m33s,DHAP,low,1.0,6074735.135469673,True,True
2017-04-20_09h06m22s,May4_kidney_serial_S25,Waters,Emrys Jones,True,Negative,ESI,DESI,TOF,qTOF,Other,none,Other,,30000.0,14.0,13.0,379.0,2871.0,2017-04-20_09h06m22s,Other Solvent,low,1.0,1270511.1355484969,False,False
2017-05-31_11h51m56s,May30_coronal_brain_DESIneg,Waters,Emrys Jones,True,Negative,ESI,DESI,TOF,qTOF,Other,none,Other,,30000.0,42.0,37.0,233.0,836.0,2017-05-31_11h51m56s,Other Solvent,low,1.0,1270511.1355484969,False,False
2018-01-17_13h29m23s,DESI porcine kidney interface region,Waters,Emrys Jones,True,Negative,ESI,DESI,TOF,TOF reflector,Other,none,Other,none,30000.0,49.0,74.0,130.0,737.0,2018-01-17_13h29m23s,Other Solvent,low,1.0,1588138.919435621,True,False
2018-01-24_19h05m40s,DESIMousebrain_coronal,Waters,Emrys Jones,True,Negative,ESI,DESI,TOF,TOF reflector,Other,none,Other,none,30000.0,34.0,38.0,132.0,875.0,2018-01-24_19h05m40s,Other Solvent,low,1.0,1588138.919435621,True,False
2019-10-21_09h57m26s,20191017_liver_4v_75um Analyte 1AFAMM_1,Waters,Emrys Jones,True,Negative,ESI,DESI,TOF,TOF reflector,Other,none,Other,none,30000.0,22.0,76.0,377.0,3333.0,2019-10-21_09h57m26s,Other Solvent,low,1.0,1905766.7033227454,True,False
2019-11-25_17h14m31s,DESI HEART SYNAPT-XS RES-MODE,Waters,Bindesh Shrestha,True,Positive,ESI,DESI,TOF,Synapt XS,Other,none,Other,none,40000.0,69.0,73.0,132.0,1817.0,2019-11-25_17h14m31s,Other Solvent,low,1.0,2292651.145506315,False,False
2019-11-26_19h21m13s,DESI LIVER SYNAPT-XS RES-Mode,Waters,Bindesh Shrestha,True,Positive,ESI,DESI,TOF,Synapt XS,Other,none,Other,none,40000.0,42.0,56.0,285.0,2699.0,2019-11-26_19h21m13s,Other Solvent,low,1.0,2292651.145506315,False,False
2019-12-10_15h05m46s,DESI LIVER SYNAPT-XS HIRES-Mode,Waters,Bindesh Shrestha,True,Positive,ESI,DESI,TOF,Synapt XS,Other,none,Other,none,50000.0,85.0,164.0,519.0,3625.0,2019-12-10_15h05m46s,Other Solvent,low,1.0,2292651.145506315,True,True
2016-10-14_17h56m30s,20160215_ADP_calb_posneg_70x145_100x2000_neg,♡EMBL♡,Andrew Palmer,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,140000.0,28.0,26.0,136.0,1155.0,2016-10-14_17h56m30s,DHB,medium,1.0,95601.8956706721,False,False
2016-12-07_07h59m04s,151022_ADP_calb_ecoli_imatrix_131x305_80x80,♡EMBL♡,Andrew Palmer,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,140000.0,17.0,13.0,75.0,3495.0,2016-12-07_07h59m04s,DHB,medium,1.0,83014.55376580627,False,False
2016-12-07_12h53m44s,20150825_ADP_LR_CoCulture_250_YPJD_DHBsub_280x140,♡EMBL♡,Andrew Palmer,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,140000.0,12.0,78.0,266.0,2529.0,2016-12-07_12h53m44s,DHB,medium,1.0,83014.55376580627,False,False
2016-12-15_14h44m22s,20161215_ADP_imaginal2_NEDC_100x70_10x10_40,♡EMBL♡,Andrew Palmer,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),Other,none,140000.0,13.0,27.0,138.0,91.0,2016-12-15_14h44m22s,NEDC,medium,1.0,95601.8956706721,False,False
2016-12-22_07h58m30s,20161221_ADP_Ca-Ec3_NEDC_130x250_80x80,♡EMBL♡,Andrew Palmer,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),Other,,140000.0,25.0,22.0,125.0,1029.0,2016-12-22_07h58m30s,NEDC,medium,1.0,95601.8956706721,False,False
2017-02-17_20h48m57s,20170217_LRHide_PSM_50x50_65x65_DHB5,♡EMBL♡,Luca Rappez,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,140000.0,7.0,40.0,194.0,983.0,2017-02-17_20h48m57s,DHB,medium,1.0,100482.11737351399,True,True
2017-02-22_15h23m44s,20170222_HM-ADP_PSM-1_50x50_15x15_DHBsub,♡EMBL♡,Hidenobu Miyazawa,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,140000.0,5.0,11.0,109.0,544.0,2017-02-22_15h23m44s,DHB,medium,1.0,167698.45824782917,True,False
2017-03-03_11h06m39s,20170302N_ADP-HM_PSM-slide5_10x10_200x100_dan003_170303035059,♡EMBL♡,Hidenobu Miyazawa,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,34.0,28.0,57.0,185.0,2017-03-03_11h06m39s,DAN,medium,1.0,193126.262592105,False,False
2017-03-07_06h16m14s,20170306_ADP_gfLarvae_DAN004_25x25_90x110_37,♡EMBL♡,Andrew Palmer,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,4.0,21.0,52.0,154.0,2017-03-07_06h16m14s,DAN,medium,1.0,127469.19422756278,True,False
2017-03-16_07h38m50s,20170315_Hide_PSM_10x10_180x90_dan003_x6_N,♡EMBL♡,Hidenobu Miyazawa,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,25.0,28.0,41.0,136.0,2017-03-16_07h38m50s,DAN,medium,1.0,193126.262592105,False,False
2017-03-16_07h39m48s,20170315_Hide_PSM_10x10_180x90_dan003_x6_P,♡EMBL♡,Hidenobu Miyazawa,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,19.0,14.0,28.0,415.0,2017-03-16_07h39m48s,DAN,medium,1.0,167698.45824782917,False,False
2017-04-28_06h59m53s,20170428_Hide_PSM_dan008_10x10_150x190_N_300-1200,♡EMBL♡,Hidenobu Miyazawa,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,2.0,11.0,21.0,104.0,2017-04-28_06h59m53s,DAN,medium,1.0,193126.262592105,False,False
2017-05-10_08h12m08s,20170509_LR_Hepa_LPS_Stained_DAN003_neg_s50_p50_slide03,♡EMBL♡,Luca Rappez,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,21.0,22.0,101.0,1051.0,2017-05-09_16h23m46s,DAN,medium,0.25,28929.508339620028,False,False
2017-06-14_06h58m45s,20170613_HM_PSM_dan008_N_110x140_15x15_150-900,♡EMBL♡,Hidenobu Miyazawa,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,25.0,32.0,108.0,760.0,2017-06-14_06h58m45s,DAN,medium,1.0,193126.262592105,False,False
2017-06-25_05h08m18s,20170622_LR_T13_DAN_p85_s40,♡EMBL♡,Luca Rappez,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,21.0,21.0,100.0,468.0,2018-03-23_12h03m33s,DAN,medium,0.1111111111111111,12857.559262053344,False,False
2017-08-07_09h33m31s,20170807_CGL_MT-M.B_DAN012_20x21_100x100,♡EMBL♡,Cristina Gonzalez Lopez,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,6.0,11.0,30.0,70.0,2017-08-07_09h33m31s,DAN,medium,1.0,173304.07931499128,False,False
2017-08-15_07h56m31s,20170814_CGL_MT-M.B_DAN011_NTM_100x116_100x100,♡EMBL♡,Cristina Gonzalez Lopez,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,10.0,14.0,96.0,656.0,2017-08-15_15h02m08s,DAN,medium,0.125,21663.00991437391,False,False
2017-08-23_16h56m26s,20170823_ADP_CD1-3a-DAN18-_136x97_50x50,♡EMBL♡,Andrew Palmer,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,none,140000.0,14.0,21.0,96.0,450.0,2017-08-23_16h56m26s,DAN,medium,1.0,127469.19422756278,True,False
2017-09-05_16h22m52s,20170905_CGL0170817_MT-MB_ATP_N_81x101_135x135,♡EMBL♡,Cristina Gonzalez Lopez,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,3.0,18.0,92.0,855.0,2017-09-05_16h22m52s,DAN,medium,1.0,173304.07931499128,False,False
2017-11-13_12h35m37s,20171107_U1_DHBpos_p70_s30,♡EMBL♡,Luca Rappez,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,140000.0,4.0,59.0,182.0,526.0,2017-11-22_12h45m18s,DHB,medium,0.25,25120.529343378497,False,False
2017-11-14_17h25m28s,20171107_T2_DHBpos_p70_s50,♡EMBL♡,Luca Rappez,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,140000.0,4.0,70.0,102.0,572.0,2017-11-13_18h03m32s,DHB,medium,0.25,25120.529343378497,False,False
2017-11-16_18h49m46s,20171107_FB1_DHBpos_p70_s50,♡EMBL♡,Luca Rappez,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,140000.0,5.0,39.0,158.0,682.0,2017-11-23_15h34m24s,DHB,medium,0.25,25120.529343378497,False,False
2017-12-01_20h47m55s,20171201_CoCulture_DAN003_p60_s50_POS,♡EMBL♡,Luca Rappez,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,none,171464.28199482246,42.0,32.0,50.0,184.0,2017-12-01_20h47m55s,DAN,medium,1.0,115718.03335848011,False,False
