ions,moleculeNames
C8H10N2O+K+,"7,8-Dihydro-3-methylpyrrolo[1,2-a]pyrimidin-2(6H)-one"
C9H18+H+,Isopropylcyclohexane
C7H12OS+H+,S-(3-Methyl-2-butenyl) ethanethioate
C10H8O+H+,"(1S,2R)-Naphthalene 1,2-oxide"
C4H6N4O+H+,"2,4-Diamino-6-hydroxypyrimidine"
C19H30O+H+,Androstenol
C5H7NOS+H+,2-Ethoxythiazole
C8H7NO4S+Na+,Indoxyl sulfate
C19H34O2+H+,Methyl linoleate
C15H14O+H+,Lactaroviolin
C27H44O4+H+,"3alpha,7beta-dihydroxy-5beta-cholest-24-en-26-oic Acid"
C11H13NO4+H+,6-hydroxyphenylpropionylglycine
C14H22O2+H+,"2,6-Di-tert-butyl-1,4-benzenediol"
C7H5NO+H+,"1,2-Diacylglycerol-LD-PI-pool"
C5H12O5+Na+,"L-2-(Hydroxymethyl)-1,2,3,4-butanetetrol"
C11H8O2+H+,"Methyl (Z)-2-decene-4,6,8-triynoate"
C4H4O5+K+,Oxalacetic acid
C7H8O6+K+,"(Z)-But-1-ene-1,2,4-tricarboxylate"
C16H26O2+H+,3-Methyl-alpha-ionyl acetate
C19H20N2O3+K+,Dolasetron
C23H44O2+H+,"4,6-Tricosanedione"
C14H18N2O3+H+,Methohexital
C5H10O2+Na+,1-Hydroxy-2-pentanone
C15H20O4+H+,2-[3-hydroxy-4-methoxy-5-(3-methylbut-2-en-1-yl)phenyl]propanoic acid
C8H13NO4+H+,2-Keto-6-acetamidocaproate
C3H6N6+H+,Melamine
C17H22O+H+,Falcarinone
C2H4Cl2O2+H+,"2,2-dichloro-1,1-ethanediol"
C3H10NO4P+H+,N-Methylethanolaminium phosphate
C2H6OS2+Na+,S-Methyl methanesulfinothioate
C7H10OS2+Na+,"2,5-Dimethyl-3-(methyldithio)furan"
C4H9NO2Se+Na+,Selenomethyl selenocysteine
C3H8S3+Na+,Ethyl methyl trisulfide
C5H10O2+H+,1-Hydroxy-2-pentanone
C13H8+H+,"(Z)-1,3-Tridecadiene-5,7,9,11-tetrayne"
C15H18N4O3+H+,Phenylalanyl-Histidine
C8H6O+H+,"xi-2,3-Octadiene-5,7-diyn-1-ol"
C21H34O+H+,Cardanolmonoene
C6H15NO3+H+,Triethanolamine
C6H4O2+H+,"1,2-Benzoquinone"
C6H13N3O3+H+,Argininic acid
C9H17NS+Na+,8-(Methylthio)octanenitrile
C5H6O2S+Na+,4-Hydroxy-5-methyl-3(2H)-thiophenone
C18H24O2+H+,Geranyl phenylacetate
C8H14O3+H+,Isobutyric Acid Anhydride
C30H32N2O2+Na+,Diphenoxylate
C13H16O3+H+,4-hydroxy-1-(4-methoxyphenyl)-4-methylpent-1-en-3-one
C8H10OS+Na+,"3-Acetyl-2,5-dimethylthiophene"
C6H12O2+H+,Pentyl formate
C6H9N3O2+Na+,L-2-Amino-3-(1-pyrazolyl)propanoic acid
C13H6+H+,"1-Tridecene-3,5,7,9,11-pentayne"
C14H26O4+H+,1-Hydroxypropan-2-yl 2-isopropyl-5-methylcyclohexyl carbonate
CH3NS2+Na+,Thiocarbamic acid
C11H10O+H+,1-Hydroxymethylnaphthalene
C4H11O3PS+Na+,Diethylthiophosphate
C18H34O+H+,2-Tetradecylcyclobutanone
C9H12O2S+Na+,(+/-)-3-[(2-methyl-3-furyl)thio]-2-butanone
C5H10N2O2+H+,D-1-Amino-2-pyrrolidinecarboxylic acid
C12H18O+H+,Geijerone
C4H7N3O+Na+,Creatinine
C23H45O7P+H+,1-(11Z-eicosenoyl)-glycero-3-phosphate
C28H42O4+Na+,"(3beta,5alpha,9alpha,22E,24R)-5,9-Epidioxy-3-hydroxyergosta-7,22-dien-6-one"
C21H41O7P+H+,DHAP(18:0)
C26H38O4+Na+,Adlupulone
C28H42O4+K+,"(3beta,5alpha,9alpha,22E,24R)-5,9-Epidioxy-3-hydroxyergosta-7,22-dien-6-one"
C28H42O4+H+,"(3beta,5alpha,9alpha,22E,24R)-5,9-Epidioxy-3-hydroxyergosta-7,22-dien-6-one"
C18H35NO+K+,Oleamide
C24H47NO3+H+,Behenoylglycine
C8H15NO3+Na+,N-Acetylisoleucine
C18H33NO+Na+,Linoleamide
C11H21NO2+H+,11-nitro-1-undecene
C19H37O6+Na+,3-Oxohexadecanoic acid glycerides
C15H22O8+Na+,"3-(3,4-Dihydroxyphenyl)-1-propanol 3'-glucoside"
C8H15NO2+H+,(S)-Homostachydrine
C21H31N5O3+Na+,6'-Hydroxybuspirone
C19H20O4+Na+,"1,7-bis(4-hydroxyphenyl)heptane-3,5-dione"
C27H42O3+Na+,Setariol
C15H29NO5+H+,3-hydroxyoctanoyl carnitine
C22H22FN3O2+H+,Droperidol
C31H50O3+Na+,Ambolic acid
C13H15NO+H+,(E)-1-Cinnamoylpyrrolidine
C25H28O5+K+,"4-(3,7-dimethylocta-2,6-dien-1-yl)-5-(6-hydroxy-1-benzofuran-2-yl)-3-methoxybenzene-1,2-diol"
C19H18O5S+H+,"{[(6E)-3-oxo-1,7-diphenylhepta-4,6-dien-2-yl]oxy}sulfonic acid"
C20H24O3+H+,2-hydroxyethinylestradiol
C20H31O6+H+,19-hydroxyprostaglandin H2(1-)
C18H26O6+Na+,"7,14,15,16-tetrahydroxy-3-methyl-3,4,5,6,7,8,9,10,11,12-decahydro-1H-2-benzoxacyclotetradecin-1-one"
C15H12O5+H+,"5-(6-hydroxy-5-methoxy-1-benzofuran-2-yl)benzene-1,3-diol"
C22H24N2O4+H+,Di-4-coumaroylputrescine
C30H58O4S+K+,Didodecyl thiobispropanoate
C18H35NO4+K+,"4,8 Dimethylnonanoyl carnitine"
C22H26O11+Na+,"3-(4-hydroxy-3-methoxyphenyl)-1-{2,4,6-trihydroxy-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]phenyl}propan-1-one"
C8H8N2+H+,"4-Methylpyrrolo[1,2-a]pyrazine"
C23H47O7P+H+,LysoPA(i-20:0/0:0)
C10H9N5+H+,"3-Methyl-3H-imidazo[4,5-f]quinoxalin-2-amine"
C18H24O13+H+,"4-Hydroxy-5-(3',4',5'-trihydroxyphenyl)-valeric acid-O-methyl-O-glucuronide"
C11H8O5+H+,2-(4-methoxy-1-benzofuran-5-yl)-2-oxoacetic acid
C28H44O4+Na+,"(3beta,5alpha,6beta,9alpha,22E,24R)-5,9-Epidioxyergosta-7,22-diene-3,6-diol"
C27H40O4+Na+,"25-Hydroxyvitamin D3-26,23-lactone"
C27H42O17+H+,Kanokoside C
C18H15NO4+H+,Piperolactam C
C16H24O5+K+,"3,8-Dihydroxy-6-methoxy-7(11)-eremophilen-12,8-olide"
C21H22O7+Na+,"(1E)-6-hydroxy-1,7-bis(4-hydroxy-3-methoxyphenyl)hept-1-ene-3,5-dione"
C20H32F2O5+H+,Lubiprostone
C11H11N5+H+,"2-Amino-3,8-dimethyl-3H-imidazo[4,5-f]quinoxaline"
C5H10N2O7P2+H+,Zoledronate
C17H13NO2+H+,2-Naphthalenol 2-aminobenzoate
C30H32O10S+H+,"{3-[3-(3,7-dimethylocta-2,6-dien-1-yl)-5-hydroxy-8,8-dimethyl-4-oxo-4H,8H-pyrano[3,2-g]chromen-2-yl]-2,6-dihydroxyphenyl}oxidanesulfonic acid"
C40H68NO8P+Na+,"PE-NMe(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
C15H23N3O3S+Na+,Amdinocillin
C34H50O11+Na+,"(3b,20R,22R)-3,20,27-Trihydroxy-1-oxowitha-5,24-dienolide 3-glucoside"
C15H29NO4+H+,L-Octanoylcarnitine
C15H10O6+H+,"5-hydroxy-2-(3,4,5-trihydroxyphenyl)-4H-chromen-4-one"
C26H28O5+Na+,Kanzonol F
C17H28N2O3+Na+,Oxybuprocaine
C25H48O5+K+,DG(i-14:0/0:0/8:0)
C36H54O12+Na+,Medicagenic acid 3-O-b-D-glucuronide
C18H37NO+Na+,Octadecanamide
C16H33NO+Na+,Palmitic amide
C24H20O6+Na+,Glycerol tribenzoate
C33H32O8+Na+,"2-{2,6-dihydroxy-4-[6-hydroxy-7-(3-methylbut-2-en-1-yl)-1-benzofuran-2-yl]phenyl}-6-(2,4-dihydroxyphenyl)-4-methylcyclohex-3-ene-1-carboxylic acid"
C44H68O15+K+,Lucyoside M
C18H26O8+K+,"3,4,5-trihydroxy-6-{[1-(4-methoxyphenyl)pentan-3-yl]oxy}oxane-2-carboxylic acid"
C11H23N5O3+Na+,Arginyl-Valine
C33H53NO6+Na+,gamma-Chaconine
C57H96O6+K+,"TG(18:3(9Z,12Z,15Z)/16:0/20:4(8Z,11Z,14Z,17Z))"
C20H23NO2+K+,Zanthosimuline
C10H11NO4+H+,2-[(4-methoxyphenyl)formamido]acetic acid
C18H33NO+K+,Linoleamide
C18H29NO3+Na+,Dihydrocapsaicin
C42H68O13+Na+,Saponin G
C12H20N2S+K+,"2,3,5-Trimethyl-6-[4-(methylthio)butyl]pyrazine"
C23H32O6+K+,16-Methyl-epi-nigakihemiacetal B
C11H21NO7S+Na+,N-(1-Deoxy-1-fructosyl)methionine
C9H17NO2+Na+,Gabapentin
C8H10O7S+Na+,Hydroxymethoxyphenylcarboxylic acid-O-sulphate
C17H20N2O5S+Na+,Bumetanide
C26H48O5+K+,Momordol
C24H38N7O18P3S+Na+,Malonyl-CoA semialdehyde
C15H12O8+Na+,"3-(3,4-dihydroxyphenyl)-1-(2,3,4,5,6-pentahydroxyphenyl)prop-2-en-1-one"
C35H52N6O10+K+,Neocasomorphin
C6H10O+K+,4-Hexen-3-one
C15H23N3O4+K+,Tyrosyl-Lysine
C22H25NO8+Na+,Oxynarcotine
C9H17N3O4S+H+,Asparaginyl-Methionine
C11H20NO12P+Na+,N-Acetylneuraminate 9-phosphate
C27H44N7O18P3S+H+,3-oxo-hexanoyl-CoA
C12H19NO2S+Na+,2-(4-Methyl-5-thiazolyl)ethyl hexanoate
C14H12O8S+H+,{[4-(7-methoxy-2-oxo-2H-chromen-6-yl)-2-oxobut-3-en-1-yl]oxy}sulfonic acid
C25H43NO+H+,Pipereicosalidine
C21H24O7+Na+,"6-(1,3-diphenylpropoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid"
C38H60O13+Na+,Alliospiroside C
C25H31N3O4+Na+,"N1,N10-Dicoumaroylspermidine"
C25H40N7O18P3S+H+,Acetoacetyl-CoA
C9H17NO3+Na+,Polyethylene glycol
C16H15N3O10S+Na+,Tizoxanide glucuronide
C40H36O11+Na+,Kuwanon K
C16H26O7+Na+,"(4S,6R)-p-Mentha-1,8-diene-6,7-diol 7-glucoside"
C10H11NO4S2+K+,Stepronin
C37H40O12+K+,"5',8,8''-Trihydroxy-3',3''',4',4''',5''',7',7''-heptamethoxy-5,5''-biflavan"
C33H32O8+K+,"2-{2,6-dihydroxy-4-[6-hydroxy-7-(3-methylbut-2-en-1-yl)-1-benzofuran-2-yl]phenyl}-6-(2,4-dihydroxyphenyl)-4-methylcyclohex-3-ene-1-carboxylic acid"
C39H62O12+K+,Ophiopogonin C'
C25H31N3O4+H+,"N1,N10-Dicoumaroylspermidine"
C17H31NO5+Na+,6-Keto-decanoylcarnitine
C12H22N2O10S4+K+,Lentinic acid
C17H30Cl2N5O8PS+Na+,4-Glutathionyl cyclophosphamide
C22H28ClFO4+K+,Clobetasol
C18H33NO4+K+,(9E)-9-nitrooctadecenoic Acid
C36H52O14+Na+,Scillipheosidin 3-[glucosyl-(1->2)-rhamnoside]
C16H26N2O15P2+K+,Deoxythymidine diphosphate-l-rhamnose
C25H19O8+H+,"6,11-dihydroxy-7-(3-hydroxy-4,5-dimethoxyphenyl)-3-(4-hydroxyphenyl)-2λ⁴,8-dioxatricyclo[7.3.1.0⁵,¹³]trideca-1(13),2,4,6,9,11-hexaen-2-ylium"
C39H63NO11+K+,beta-Solanine
C16H20O7+Na+,"3,4,5-trihydroxy-6-{[(3E)-4-phenylbut-3-en-2-yl]oxy}oxane-2-carboxylic acid"
C11H15NO8+Na+,N-Succinyl-2-amino-6-ketopimelate
C25H27NO+K+,"(2-{4-[(1E)-1,2-diphenylbut-1-en-1-yl]phenoxy}ethyl)(methyl)amine"
C21H26N2S2+K+,Thioridazine
C16H24O10S+H+,4-Methoxybenzenepropanol 1-(2-sulfoglucoside)
C20H26O9+K+,Butyl 3-O-caffeoylquinate
C41H56N4O11+K+,25-O-Desacetyl rifabutin
C39H66O13+H+,Alliosterol 1-rhamnoside 16-galactoside
C14H20ClN3O3+Na+,norcisapride
C46H48N2O4+K+,Bismahanine
C39H38O22+Na+,Tricin 7-[feruloyl-(->2)-glucuronyl-(1->2)-glucuronide]
C18H24O12+Na+,Licoagroside B
C21H24N2O5S2+H+,Temocaprilat
C35H18O15+H+,Norbadione A
C22H23O12S+Na+,"3,4,5-trihydroxy-6-{[3-hydroxy-2-(3-methoxyphenyl)-5-sulfino-3,4-dihydro-2H-1-benzopyran-7-yl]oxy}oxane-2-carboxylate"
C5H5N5+H+,Adenine
C18H20N2S+Na+,Methdilazine
C18H37NO+K+,Octadecanamide
C15H10ClN3O3+K+,Clonazepam
C12H16O5S+H+,{[(1E)-1-(4-methoxyphenyl)pent-1-en-3-yl]oxy}sulfonic acid
C14H11Cl2NO2+H+,Meclofenamic acid
C38H60O12+Na+,Hovenidulcioside B2
C8H8O+K+,3-ethenylphenol
C14H14N2O5+Na+,N-Malonyltryptophan
C9H14O2S3+Na+,2-Propenyl 3-(2-propenylsulfonyl)-1-propenyl disulfide
C22H28Cl2O4+Na+,Mometasone
C16H21NO10+K+,HDMBOA-Glc
C25H29I2NO3+H+,Amiodarone
C19H20O8S+K+,"{5-[(E)-2-{3,5-dihydroxy-4-[3-(propan-2-yl)oxiran-2-yl]phenyl}ethenyl]-2-hydroxyphenyl}oxidanesulfonic acid"
C15H13ClFNO2+Na+,Lumiracoxib
C55H102O6+H+,TG(18:1(11Z)/14:0/20:1(11Z))
C16H23NO6+Na+,Monocrotaline
C16H17ClN2S+K+,Demonomethylchlorpromazine
C16H16O8S+Na+,"[7-hydroxy-3-(2-hydroxy-4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-yl]oxidanesulfonic acid"
C24H36N7O18P3S+H+,3-hydroxypropanoyl-CoA(4-)
C14H19N5O4+K+,Famciclovir
C35H49NO10+H+,Buprenorphine glucuronide
C30H22O12S+Na+,"{3-[8-(5,7-dihydroxy-4-oxo-2-phenyl-3,4-dihydro-2H-1-benzopyran-3-yl)-5,7-dihydroxy-4-oxo-3,4-dihydro-2H-1-benzopyran-2-yl]phenyl}oxidanesulfonic acid"
C36H28O10+K+,Garcilivin B
C21H37NO4+H+,"3, 5-Tetradecadiencarnitine"
C18H18N2O7+H+,Portulacaxanthin II
C30H30O17S+K+,"[6,12-bis(3,4-dihydroxyphenyl)-4-oxo-8-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-3,11-dioxatricyclo[8.4.0.0²,⁷]tetradeca-1,7,9-trien-13-yl]oxidanesulfonic acid"
C14H12O4S+Na+,"Thiophene-4,5-epoxide"
C7H8N2O+H+,"1,2-Diacylglycerol-Bile-PC-pool"
C27H30O17S+K+,"(2-{5,7-dihydroxy-4-oxo-2-phenyl-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-4H-chromen-6-yl}-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl)oxidanesulfonic acid"
C12H21NO4+K+,Tiglylcarnitine
C22H19ClO+H+,"4-(4-chloro-1,2-diphenylbut-1-en-1-yl)phenol"
C9H16N4O6+H+,5-Amino-6-ribitylamino uracil
C20H18N2O4+H+,Na-p-Hydroxycoumaroyltryptophan
C44H72O13+Na+,Hebevinoside I
C38H55NO7+K+,Avenestergenin A1
C25H31N3O11S+H+,"2-amino-4-({1-[(carboxymethyl)-C-hydroxycarbonimidoyl]-2-{[2-(3,5-dihydroxyphenyl)-2-hydroxy-1-(3-hydroxy-4-methoxyphenyl)ethyl]sulfanyl}ethyl}-C-hydroxycarbonimidoyl)butanoic acid"
C16H30O6+Na+,L-Citronellol glucoside
C18H19ClN4+Na+,Clozapine
C4H9N+K+,Pyrrolidine
C13H16O6S+H+,{[5-(4-methoxyphenyl)-2-methyl-3-oxopent-4-en-1-yl]oxy}sulfonic acid
C25H22BrF3N4O4S+Na+,Saprisartan
C14H10O10+K+,"2,3,4-trihydroxy-5-(3,4,5-trihydroxybenzoyloxy)benzoic acid"
C15H11O8S+Na+,"[3-(3,5,7-trihydroxy-5H-chromen-2-yl)phenyl]oxidanesulfonic acid"
C16H23N5O15P2+H+,ADP Alpha-D-glucoside(2-)
C10H14N2O2+H+,Laccarin
C16H19NO10+H+,Zeanoside C
C12H10N2+H+,Harman
C43H72NO8P+H+,"PE-NMe2(14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
C11H21N5O3+K+,Prolyl-Arginine
C12H19N3O7+H+,N-(1-Deoxy-1-fructosyl)histidine
C43H68ClNO11+H+,Pimecrolimus
C16H17ClN2O5+K+,N-(Carbethoxyacetyl)-4-chloro-L-tryptophan
C28H28N2O11+K+,SN38 glucuronide
C16H12AlN4O9S2+H+,C.I. Pigment Yellow 100
C21H34O3+Na+,[10]-Paradol
C11H11N3O5+Na+,Isoniazid alpha-ketoglutaric acid
C19H17ClFN3O5S+Na+,Flucloxacillin
C39H72N2O15+Na+,N-Monodemethyl roxithromycin
C19H26O5+Na+,"3-[2-(3,7-dimethylocta-2,6-dien-1-yl)-3,4,5-trihydroxyphenyl]propanoic acid"
C38H68NO10P+Na+,"PS(18:3(6Z,9Z,12Z)/14:0)"
C33H38O20+H+,"3,4,5-trihydroxy-6-({7-hydroxy-4-oxo-2-phenyl-3,6-bis[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-4H-chromen-5-yl}oxy)oxane-2-carboxylic acid"
C10H18N5O15P3+Na+,Formamidopyrimidine nucleoside triphosphate
C16H18N4O4+K+,Pseudomonine
C16H26N2O16P2+K+,dTDP-D-galactose
C18H16N2O8S2+H+,Allura red AC
C18H18O7+Na+,2-hydroxy-2-(4-hydroxyphenyl)ethyl 3-(4-hydroxy-3-methoxyphenyl)oxirane-2-carboxylate
C22H24O13+K+,"3,4,5-trihydroxy-6-{4-hydroxy-5-methoxy-2-[1-oxo-1-(2,4,6-trihydroxyphenyl)propan-2-yl]phenoxy}oxane-2-carboxylic acid"
C22H26O11+H+,"3-(4-hydroxy-3-methoxyphenyl)-1-{2,4,6-trihydroxy-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]phenyl}propan-1-one"
C44H36O22+K+,Assamicain A
C10H12N4O7+K+,beta-D-3-Ribofuranosyluric acid
C17H14O7+Na+,"3,5,7-trihydroxy-6,8-dimethoxy-2-phenyl-4H-chromen-4-one"
C20H14N2O7S2+H+,Azorubine
C12H16N2O4+H+,Tyrosyl-Alanine
C17H13NO3+H+,Avenalumin II
C26H28O6+K+,"5,7-dihydroxy-3-[3-hydroxy-4-methoxy-5-(3-methylbut-2-en-1-yl)phenyl]-8-(3-methylbut-2-en-1-yl)-4H-chromen-4-one"
C16H30O6+K+,L-Citronellol glucoside
C9H12ClO4P+Na+,Heptenophos
C13H14N2O3+Na+,cyclic 6-Hydroxymelatonin
C4H6N2S+Na+,Methimazole
C15H16O6S+Na+,"[1-(2,5-dihydroxyphenyl)-3-phenylpropoxy]sulfonic acid"
C20H27N10O18P3+H+,Diguanosine triphosphate
C21H22O10+Na+,"2-[3,4-bis(2-hydroxyethoxy)phenyl]-3,5-dihydroxy-7-(2-hydroxyethoxy)-4H-chromen-4-one"
C21H21ClN2O8+H+,"(4aS,5aS,12aS)-7-chloro-4-(dimethylamino)-3,6,10,12,12a-pentahydroxy-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboximidic acid"
C16H21N3O8S+H+,Cephalosporin C
C9H14N4O6+H+,Charine
C19H26O12+H+,Lucuminic acid
C22H21O13+Na+,"3,4,5-trihydroxy-6-[2-hydroxy-6-methoxy-4-(3,5,7-trihydroxy-5H-chromen-2-yl)phenoxy]oxane-2-carboxylic acid"
C13H9NO+H+,9H-Carbazole-3-carboxaldehyde
C4H7N3O+H+,Creatinine
C15H21NO10S2+H+,(2R)-2-Hydroxy-2-phenylethyl glucosinolate
C48H79O10P+H+,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:2(11Z,14Z))"
C16H12N2O4+Na+,Phenytoin methylcatechol
C14H20N2O3+H+,N-(4-aminobutyl)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enimidic acid
C21H27NO5+Na+,"3-(3,4-dimethoxyphenyl)-N-[2-(3,4-dimethoxyphenyl)ethyl]propanimidic acid"
C13H18N2O5+Na+,Hydroxy-lacosamide
C50H100NO8P+H+,PE-NMe(22:0/22:0)
C35H70NO8P+Na+,PE-NMe2(14:0/14:0)
C52H98NO8P+H+,"PE-NMe(24:1(15Z)/22:2(13Z,16Z))"
C25H38O5+H+,Cavipetin D
C36H38O15+Na+,Glycerol trisinapate
C24H26O6+H+,3-Isomangostin
C29H28O15+Na+,"3,5-Dicaffeoyl-4-succinoylquinic acid"
C12H13NO4+H+,3-Oxo-carbofuran
C12H13N2O+H+,"1',2'-Dihydro-1,1'-dimethyl-2'-oxo-4,4'-bipyridinium(1+)"
C16H32O2+Na+,Dodecyl 2-methylpropanoate
C18H35N3O4+H+,Leu-Leu-Leu
C11H16O9+Na+,"6-(3,3-dimethyloxirane-2-carbonyloxy)-3,4,5-trihydroxyoxane-2-carboxylic acid"
C35H70NO8P+K+,PE-NMe2(14:0/14:0)
C30H50+Na+,Squalene
C23H24O6+H+,"4-(1,1-Dimethyl-2-propenyl)-1,3,5,6-tetrahydroxy-7-prenylxanthone"
C36H71O10P+Na+,PG(i-14:0/i-16:0)
C15H10O7+H+,"5,7-dihydroxy-3-(2,4,5-trihydroxyphenyl)-4H-chromen-4-one"
C30H50+H+,Squalene
C46H70O18+K+,Betavulgaroside X
C47H91O8P+K+,PA(22:1(13Z)/22:0)
C20H42NO7P+H+,LysoPE(15:0/0:0)
C21H24O7+H+,"6-(1,3-diphenylpropoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid"
C12H24N2O3+H+,Leucyl-Leucine
C38H41O19+H+,"({6-[(4,5-dihydroxy-2-{[7-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-5-oxo-5H-chromen-3-yl]oxy}-6-(hydroxymethyl)oxan-3-yl)oxy]-3,4,5-trihydroxyoxan-2-yl}methyl)[1-hydroxy-3-(4-hydroxy-3-methoxyphenyl)prop-2-en-1-ylidene]oxidanium"
C31H46O3+Na+,Vitamin-K-epoxide
C25H32O7+Na+,Austalide J
C14H12N4O2S+H+,Sulfaquinoxaline
C29H34O16+K+,Rhamnazin 3-rutinoside
C26H32O16+K+,"3,4,5-trihydroxy-6-{[2-(7-oxo-9-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-2H,3H,7H-furo[3,2-g]chromen-2-yl)propan-2-yl]oxy}oxane-2-carboxylic acid"
C35H60N2O+H+,Nb-Pentacosanoyltryptamine
C36H45NO17+K+,Aquifoliunine EIII
C22H43NO5+K+,3-hydroxypentadecanoyl carnitine
C49H87N3O15P2+Na+,"CDP-DG(i-19:0/18:2(9Z,11Z))"
C18H35N3O4+Na+,Leu-Leu-Leu
C24H36O5+H+,Lucidone C
C15H24N2O4S+K+,Tiapride
C28H50O4+K+,6-Deoxocastasterone
C62H100O6+K+,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/15:0/22:5(7Z,10Z,13Z,16Z,19Z))"
C28H28O6+K+,Garcimangosone A
C44H61N7O11+Na+,Casomorphin
C45H80O16P2+K+,"PIP(20:4(8Z,11Z,14Z,17Z)/16:0)"
C45H87NO10+Na+,Culinariside
C40H72O5+K+,DG(18:1n9/0:0/18:2n6)
C45H73O8P+Na+,"PA(22:5(7Z,10Z,13Z,16Z,19Z)/20:3(8Z,11Z,14Z))"
C12H14N2O+H+,N-Methyl-1H-indole-3-propanamide
C34H24O23+H+,"1,8,16,17,18,21,22,23,34,35,39,39-dodecahydroxy-6,9,12,27,30,40-hexaoxaoctacyclo[34.3.1.0⁴,³⁸.0⁷,²⁸.0¹⁰,²⁹.0¹⁴,¹⁹.0²⁰,²⁵.0³²,³⁷]tetraconta-3,14,16,18,20,22,24,32,34,36-decaene-2,5,13,26,31-pentone"
C29H60NO7P+H+,LysoPE(24:0/0:0)
C65H100O6+K+,"TG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
C65H102O6+Na+,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
C27H42N4O4+Na+,Hovenine A
C17H32O2+H+,"7-Hexadecenoic acid, methyl ester"
C20H26N10O14P2+Na+,Guanosine diphosphate adenosine
C35H46O19+Na+,Leonoside A
C63H102O6+K+,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/20:0/20:5(5Z,8Z,11Z,14Z,17Z))"
C24H44O20P2+H+,Scleroglucan
C40H36O11+H+,Kuwanon K
C28H39N3O9S+K+,4-Hydroxy-17beta-estradiol-2-S-glutathione
C32H54O5+H+,Ganoderiol C
C45H87O19P3+Na+,PIP2(20:1(11Z)/16:0)
C20H42NO7P+Na+,LysoPE(15:0/0:0)
C40H36O10+K+,Artonin D
C28H46N7O20P3S+H+,3-Hydroxypimelyl-CoA
C33H40O16+H+,"5-hydroxy-2-(4-methoxyphenyl)-8-(3-methylbut-2-en-1-yl)-3,7-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})-4H-chromen-4-one"
C28H28O6+Na+,Garcimangosone A
C10H20N2S4+H+,Disulfiram
C19H38O2+Na+,xi-16-Methyloctadecanoic acid
C48H74O18+K+,AzI
C35H26O14+Na+,(R)-Skyrin 2-xyloside
C25H49NO3+H+,Tricosanoylglycine
C21H28N6O4S+Na+,"N-Desmethyl sildenafil (UK-103,320)"
C37H62O11+Na+,Cyclopassifloside II
C67H100O6+H+,"TG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3n6/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
C25H50O2+H+,Lepidiumsesterterpenol
C45H38O14+H+,"6,8-bis[3,7-dihydroxy-2-(3-hydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-yl]-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-3,5,7-triol"
C25H28O6+H+,"3-[3,4-dihydroxy-5-(3-methylbut-2-en-1-yl)phenyl]-5,7-dihydroxy-8-(3-methylbut-2-en-1-yl)-3,4-dihydro-2H-1-benzopyran-4-one"
C36H38N4O8+K+,Isocoproporphyrin
C35H53O8+H+,Tetronasin
C36H34N2O11+Na+,Citbismine E
C27H48O5+Na+,"5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol"
C25H28O10+Na+,"6-{4-[(E)-2-{3,5-dihydroxy-4-[(1E)-4-hydroxy-3-methylbut-1-en-1-yl]phenyl}ethenyl]phenoxy}-3,4,5-trihydroxyoxane-2-carboxylic acid"
C16H16O3+Na+,"3-(4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-7-ol"
C13H23NO3+H+,Dioscoretine
C35H35NO14+Na+,Licorice glycoside E
C10H10O6+H+,"3-(3,4-dihydroxy-5-methoxyphenyl)-2-oxopropanoic acid"
C40H76O5+H+,DG(15:0/0:0/22:1n9)
C47H68O22+H+,Basellasaponin D
C44H68O16+Na+,Hovenidulcioside A1
