ds_id,name,group,submitter,is_public,polarity,organism,organism_part,condition,source,raw_source,analyzer,raw_analyzer,matrix,raw_matrix,solvent,raw_solvent,rp,fdr5,fdr10,fdr20,fdr50,batch_grouping,matrix_solvent,rp_range,batch_weight,weight,include_in_recal,include_in_pilot
2021-11-29_12h56m57s,339_pos_rep2_di - root mean square,U Rennes 1,LAVIGNE Régis,True,Positive,brassica napus (rapeseed),stem,diseased,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH | 0.1% TFA,260000.0,13.0,11.0,92.0,488.0,2021-11-29_12h56m57s,DHB,high,0.5,539708556434.4241,True,False
2022-01-07_13h33m50s,td01_broadband_9aa,U Rennes 1,LAVIGNE Régis,True,Negative,mouse,brain,control,MALDI,MALDI,FTICR,FTICR,9AA,9-aminoacridine (9AA),EtOH,70% EtOH,260000.0,63.0,54.0,110.0,139.0,2022-01-07_13h33m50s,9AA,high,1.0,39403803752.83322,False,False
2017-05-22_14h07m41s,Group1a_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,acromyrmex octospinosus | pseudonocardia bacteria,thorax exoskeleton,control and escovopsis-infected,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,84852.81374238571,10.0,117.0,300.0,2427.0,2017-05-22_14h07m41s,DHB,medium,1.0,10991031235.975334,True,False
2017-05-22_14h11m05s,110614_Echin_Control_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,acromyrmex echinatior | pseudonocardia bacteria,thorax exoskeleton,control,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,84852.81374238571,5.0,47.0,246.0,1489.0,2017-05-22_14h15m24s,DHB,medium,0.5,42552359150.83153,False,False
2017-05-22_14h15m24s,100314_Echin_Control_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,acromyrmex echinatior | pseudonocardia bacteria,thorax exoskeleton,control,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,84852.81374238571,69.0,69.0,256.0,1493.0,2017-05-22_14h15m24s,DHB,medium,0.5,42552359150.83153,False,False
2017-05-22_14h16m45s,100314_Echin_Esco1_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,acromyrmex echinatior | pseudonocardia bacteria,thorax exoskeleton,"infected, escovopsis",MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,84852.81374238571,70.0,149.0,330.0,1616.0,2017-05-22_14h16m45s,DHB,medium,0.3333333333333333,58275149714.66423,False,False
2017-05-22_14h17m44s,100314_Echin_Esco2_NoPseudo_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,acromyrmex echinatior,thorax exoskeleton,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,84852.81374238571,35.0,211.0,435.0,1801.0,2017-05-22_14h17m44s,DHB,medium,1.0,118308872126.01022,False,False
2017-05-22_14h19m04s,100314_Echin_Esco2a_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,acromyrmex echinatior | pseudonocardia bacteria,thorax exoskeleton,"infected, escovopsis",MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,84852.81374238571,38.0,73.0,240.0,1228.0,2017-05-22_14h19m04s,DHB,medium,1.0,174825449143.9927,True,True
2017-05-22_14h20m10s,100314_Echin_Esco2b_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,acromyrmex echinatior | pseudonocardia bacteria,thorax exoskeleton,"infected, escovopsis",MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,84852.81374238571,109.0,73.0,354.0,753.0,2017-05-22_14h20m10s,DHB,medium,1.0,174825449143.9927,True,True
2017-05-22_14h21m25s,100314_Echin_Trich_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,acromyrmex echinatior | pseudonocardia bacteria,thorax exoskeleton,"infected, trichoderma",MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,84852.81374238571,49.0,107.0,350.0,1587.0,2017-05-22_14h21m25s,DHB,medium,0.5,133516552314.98291,True,False
2017-05-22_14h22m54s,100314_Octo_Control_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,acromyrmex octospinosus | pseudonocardia bacteria,thorax exoskeleton,control,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,84852.81374238571,35.0,154.0,287.0,1814.0,2017-05-22_14h22m54s,DHB,medium,1.0,58911073657.62624,False,False
2017-05-22_14h23m39s,100314_Octo_Esco1_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,acromyrmex octospinosus | pseudonocardia bacteria,thorax exoskeleton,"infected, escovopsis",MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,84852.81374238571,31.0,50.0,354.0,1955.0,2017-05-22_14h23m39s,DHB,medium,0.5,60508718654.36917,False,False
2017-05-22_14h24m25s,100314_Octo_Esco1_NoPseudo_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,acromyrmex octospinosus,thorax exoskeleton,"infected, escovopsis - no pseudonocardia bacteria",MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,84852.81374238571,9.0,159.0,231.0,1554.0,2017-05-22_14h24m25s,DHB,medium,1.0,387602254393.82684,True,True
2017-05-22_14h25m19s,100314_Octo_Esco2_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,acromyrmex octospinosus | pseudonocardia bacteria,thorax exoskeleton,"infected, escovopsis",MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,84852.81374238571,13.0,42.0,343.0,1992.0,2017-05-22_14h23m39s,DHB,medium,0.5,60508718654.36917,False,False
2017-05-22_14h25m49s,100314_Octo_Trich_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,acromyrmex octospinosus | pseudonocardia bacteria,thorax exoskeleton,"infected, trichoderma",MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,84852.81374238571,15.0,41.0,458.0,2363.0,2017-05-22_14h25m49s,DHB,medium,1.0,184845296592.3644,False,False
2017-05-22_14h33m46s,Octo-Trich_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,acromyrmex octospinosus | pseudonocardia bacteria,thorax exoskeleton,"infected, trichoderma",MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,84852.81374238571,6.0,135.0,762.0,2241.0,2017-05-22_14h33m46s,DHB,medium,1.0,184845296592.3644,True,True
2017-05-22_14h35m38s,070715_pseudo_Esco1-Infected_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,acromyrmex octospinosus | pseudonocardia bacteria,thorax exoskeleton,"infected, escovopsis",MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,84852.81374238571,70.0,73.0,192.0,763.0,2017-05-22_14h35m38s,DHB,medium,1.0,121017437308.73834,True,True
2017-05-22_14h36m04s,070715_pseudo_NoInfection_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,acromyrmex octospinosus | pseudonocardia bacteria,thorax exoskeleton,control,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,84852.81374238571,74.0,54.0,276.0,926.0,2017-05-22_14h36m04s,DHB,medium,1.0,58911073657.62624,False,False
2017-05-22_14h36m55s,070715_PseudoFree_Esco1-infected_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,acromyrmex octospinosus,thorax exoskeleton,"infected, escovopsis - no pseudonocardia bacteria",MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,84852.81374238571,17.0,103.0,222.0,850.0,2017-05-22_14h36m55s,DHB,medium,1.0,387602254393.82684,True,False
2017-05-22_14h40m26s,CC-Esco1_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,pseudonocardia bacteria,agar growth,"infected, escovopsis",MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,84852.81374238571,65.0,68.0,278.0,834.0,2017-05-22_14h40m26s,DHB,medium,0.5,101332616271.23308,True,False
2017-05-22_14h41m36s,CC-Esco2_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,pseudonocardia bacteria,agar growth,"infected, escovopsis",MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,84852.81374238571,2.0,29.0,241.0,838.0,2017-05-22_14h40m26s,DHB,medium,0.5,101332616271.23308,True,True
2017-05-22_14h43m09s,CC-Pseudo_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,pseudonocardia bacteria,agar growth,control,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,84852.81374238571,41.0,73.0,233.0,570.0,2017-05-22_14h43m09s,DHB,medium,1.0,98657075440.21077,False,False
2017-05-22_14h47m51s,Esco1_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,pseudonocardia bacteria,agar growth,"infected, escovopsis",MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,84852.81374238571,18.0,21.0,126.0,586.0,2017-05-22_14h48m33s,DHB,medium,0.5,101332616271.23308,True,True
2017-05-22_14h49m15s,ST-Esco1_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,pseudonocardia bacteria,agar growth,"infected, escovopsis",MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,84852.81374238571,7.0,42.0,246.0,969.0,2017-05-22_14h49m59s,DHB,medium,0.5,101332616271.23308,False,False
2017-05-22_14h49m59s,ST-Esco2_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,pseudonocardia bacteria,agar growth,"infected, escovopsis",MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,84852.81374238571,55.0,103.0,320.0,830.0,2017-05-22_14h49m59s,DHB,medium,0.5,101332616271.23308,False,False
2017-05-22_14h50m37s,ST-Pseudo_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,pseudonocardia bacteria,agar growth,control,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,84852.81374238571,50.0,54.0,207.0,692.0,2017-05-22_14h50m37s,DHB,medium,1.0,98657075440.21077,False,False
2017-05-22_14h52m15s,Trich_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,pseudonocardia bacteria,agar growth,"infected, trichoderma",MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,84852.81374238571,15.0,14.0,87.0,445.0,2017-05-22_14h52m15s,DHB,medium,1.0,309556340403.24915,True,True
2017-05-22_14h53m18s,082115_CC-Pseudo_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,pseudonocardia bacteria,agar growth,control,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,84852.81374238571,52.0,133.0,229.0,304.0,2017-05-22_14h53m18s,DHB,medium,1.0,98657075440.21077,False,False
2017-05-22_14h53m51s,082115_ST-Pseudo_centroids,U Wisconsin-Madison,Erin Gemperline,True,Positive,pseudonocardia bacteria,agar growth,control,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,84852.81374238571,37.0,33.0,163.0,624.0,2017-05-22_14h53m51s,DHB,medium,1.0,98657075440.21077,False,False
2017-02-02_17h26m03s,univ_of_maryland_baltimore_jej_24_1_2,UM Baltimore,Claire Carter,True,Positive,human,jejunum,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,192000.0,31.0,66.0,157.0,2740.0,2017-02-02_17h26m03s,DHB,medium,1.0,1337188732.72406,False,False
2016-11-21_23h33m45s,UT Austin//N3,UT Austin,Jialing Zhang,True,Negative,human,thyroid,wildtype,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,84852.81374238571,78.0,101.0,45.0,1.0,2016-11-21_18h36m57s,Other Solvent,medium,0.125,98400130.14879522,False,False
2016-11-22_02h04m12s,O4,UT Austin,Jialing Zhang,True,Negative,human,thyroid,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,84852.81374238571,10.0,26.0,198.0,105.0,2016-11-22_02h05m48s,Other Solvent,medium,0.3333333333333333,629235980.4674734,False,False
2019-01-25_20h09m54s,05182017_041117_19A_PT_6,UT Austin,Clara L Feider,True,Negative,human,endometrium,normal,ESI,DESI,Orbitrap,Orbitrap,Other,none,ACN,75% ACN | 25% DMF,84852.81374238571,147.0,51.0,12.0,34.0,2019-01-25_20h09m54s,ACN,medium,0.5,3098110050.8097477,False,False
2019-01-25_20h37m56s,09132017_09052017_51c_5,UT Austin,Clara L Feider,True,Negative,human,soft tissue with endometriosis,endometriosis,ESI,DESI,Orbitrap,Orbitrap,Other,none,ACN,75% ACN | 25% DMF,84852.81374238571,92.0,71.0,119.0,93.0,2019-01-25_20h37m56s,ACN,medium,1.0,337528033.1648106,False,False
2020-06-26_20h32m25s,Embryo-WT-297-16,UT Austin,Rachel DeHoog,True,Negative,mouse,embryo,wildtype,ESI,DESI,Orbitrap,Q-Exactive-Orbitrap-HF,Other,none,ACN,75% ACN | 25% DMF,60000.0,128.0,25.0,69.0,2.0,2020-06-26_20h32m25s,ACN,low,1.0,5785855813.918592,False,False
2021-03-28_21h33m31s,1I_pos_lowmass,UT Austin,Mary King,True,Positive,n/a,n/a,standards,ESI,DESI,Orbitrap,Orbitrap,Other,none,ACN,100% ACN,60000.0,189.0,682.0,488.0,292.0,2021-03-28_21h33m31s,ACN,low,1.0,456883262913.9538,False,False
2021-03-28_22h13m58s,1J_pos_lowmass,UT Austin,Mary King,True,Positive,n/a,n/a,standards,ESI,DESI,Orbitrap,Orbitrap,Other,none,ACN,100% ACN,60000.0,233.0,575.0,363.0,243.0,2021-03-28_22h13m58s,ACN,low,1.0,456883262913.9538,True,True
2021-03-28_23h24m30s,1J_pos_highmass,UT Austin,Mary King,True,Positive,n/a,n/a,standards,ESI,DESI,Orbitrap,Orbitrap,Other,none,ACN,100% ACN,60000.0,18.0,15.0,83.0,2151.0,2021-03-28_23h24m30s,ACN,low,1.0,456883262913.9538,True,False
2021-03-29_00h13m35s,1I_pos_highmass,UT Austin,Mary King,True,Positive,n/a,n/a,standards,ESI,DESI,Orbitrap,Orbitrap,Other,none,ACN,100% ACN,60000.0,20.0,16.0,95.0,2499.0,2021-03-29_00h13m35s,ACN,low,1.0,456883262913.9538,True,True
2017-05-03_17h41m47s,04272017_M_24_4,UTHSA,Guanshi Zhang,True,Negative,mouse,kidney,n/a,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,83.0,103.0,85.0,115.0,2017-05-03_17h48m18s,Other Solvent,low,0.1,1251091277.4484422,False,False
2018-06-29_05h34m01s,LK_CMC+LN2_N1_50um,UTHSA,Guanshi Zhang,True,Positive,mouse,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,120000.0,15.0,93.0,471.0,278.0,2018-06-29_05h34m01s,DHB,medium,0.5,1969404079.6316648,False,False
2018-07-12_05h35m16s,RK_LN2+CMC_N1_50um,UTHSA,Guanshi Zhang,True,Positive,mouse,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,120000.0,63.0,31.0,197.0,24.0,2018-07-12_05h35m16s,DHB,medium,0.25,984702039.8158324,False,False
2018-07-12_05h46m20s,RK_CMC_N1_50um,UTHSA,Guanshi Zhang,True,Positive,mouse,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,120000.0,17.0,63.0,200.0,79.0,2018-07-12_05h47m52s,DHB,medium,0.25,984702039.8158324,False,False
2018-09-01_00h55m05s,PS_8Bottom_N1_50um,UTHSA,Guanshi Zhang,True,Positive,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,120000.0,19.0,98.0,158.0,61.0,2018-09-07_00h52m21s,DHB,medium,0.125,461132790.85692495,False,False
2018-09-13_00h55m36s,K233_P1_TopN1_50um,UTHSA,Guanshi Zhang,True,Positive,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,120000.0,47.0,58.0,230.0,51.0,2018-09-16_21h10m17s,DHB,medium,0.2,737812465.3710799,False,False
2018-12-19_00h37m04s,K572_T2_DAN+_20um,UTHSA,Guanshi Zhang,True,Positive,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH,120000.0,5.0,25.0,47.0,78.0,2018-12-18_23h29m45s,DAN,medium,0.5,2700155206.1587114,False,False
2018-12-19_01h26m52s,K572_T3_DAN-_50um,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH,120000.0,17.0,13.0,11.0,3.0,2018-12-19_01h26m52s,DAN,medium,1.0,4660402846.011602,False,False
2019-03-17_22h37m16s,17_1606_DHB_20um_S3_1,UTHSA,Guanshi Zhang,True,Positive,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,120000.0,13.0,56.0,37.0,88.0,2019-03-17_22h37m16s,DHB,medium,0.5,2213437396.11324,False,False
2019-07-23_22h34m38s,H0265_Set2_Slice13_20um_07192019_C,UTHSA,Annapurna Pamreddy,True,Positive,mouse,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,120000.0,20.0,35.0,302.0,893.0,2019-07-24_00h20m20s,DHB,medium,0.125,616468411.5788647,False,False
2019-08-16_16h59m54s,Brain1_CL_30um_08152019_MP,UTHSA,Annapurna Pamreddy,True,Positive,mouse,brain,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,47.0,20.0,63.0,196.0,2019-08-16_16h59m54s,DAN,medium,1.0,5477392639.77604,False,False
2019-08-21_22h45m50s,17-635-001_3_S1_SM_Neg_20190820_AP,UTHSA,Annapurna Pamreddy,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,34.0,33.0,80.0,,2019-09-05_21h58m55s,DAN,medium,0.018518518518518517,108060179.57644679,False,False
2019-10-29_21h40m16s,D1_30um_10282019,UTHSA,Annapurna Pamreddy,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,19.0,28.0,191.0,74.0,2019-10-29_21h47m59s,DAN,medium,0.3333333333333333,1945083232.3760424,False,False
2021-08-05_17h50m44s,21-020-LN2-6_2_S1_SM_Neg_20210730_AP,UTHSA,Annapurna Pamreddy,True,Negative,human,kidney,frozen,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,26.0,26.0,80.0,3069.0,2021-09-09_19h22m15s,DAN,medium,0.058823529411764705,3595468411.5999947,False,False
2021-08-05_18h20m11s,21-020-LN2-6_4_S1_SM_Neg_20210730_AP,UTHSA,Annapurna Pamreddy,True,Negative,human,kidney,frozen,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,18.0,16.0,64.0,2811.0,2021-09-09_19h22m15s,DAN,medium,0.058823529411764705,3595468411.5999947,False,False
2021-09-21_17h27m24s,225_S1_1_30um_Lip_09202021_c,UTHSA,Annapurna Pamreddy,True,Positive,mouse,brain,frozen,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,24.0,15.0,123.0,1209.0,2021-09-21_18h58m37s,DAN,medium,0.1111111111111111,6374943185.701552,False,False
2021-09-21_17h44m05s,223_S1_5_20um_09202021_c,UTHSA,Annapurna Pamreddy,True,Negative,mouse,kidney,frozen,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,2.0,11.0,22.0,664.0,2021-09-21_19h04m11s,DAN,medium,0.5,32630463250.663086,False,False
2021-09-21_18h12m18s,231_S1_4_20um_Lip_09182021_c,UTHSA,Annapurna Pamreddy,True,Positive,mouse,brain,frozen,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,14.0,61.0,143.0,1732.0,2021-09-21_18h58m37s,DAN,medium,0.1111111111111111,6374943185.701552,False,False
2021-09-21_18h58m37s,239_S1_4_20um_Lip_09182021_c,UTHSA,Annapurna Pamreddy,True,Positive,mouse,brain,frozen,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,26.0,34.0,114.0,1530.0,2021-09-21_18h58m37s,DAN,medium,0.1111111111111111,6374943185.701552,False,False
2021-09-27_21h29m45s,416_S1_1_50um_SM_09242021_c,UTHSA,Annapurna Pamreddy,True,Negative,mouse,brain,frozen,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",ACN,90%ACN,134164.07864998738,28.0,76.0,100.0,1299.0,2021-09-27_21h27m38s,DAN,medium,0.09090909090909091,4501226611.014019,False,False
2021-09-27_21h46m14s,416_S1_2_30um_SM_09242021_c,UTHSA,Annapurna Pamreddy,True,Negative,mouse,brain,frozen,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",ACN,90%ACN,134164.07864998738,51.0,48.0,92.0,1838.0,2021-09-27_21h27m38s,DAN,medium,0.09090909090909091,4501226611.014019,False,False
2021-09-27_22h23m45s,416_S1_4_30um_Lip_09252021_c,UTHSA,Annapurna Pamreddy,True,Positive,mouse,brain,frozen,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",ACN,90%ACN,134164.07864998738,34.0,24.0,128.0,1205.0,2021-09-21_18h58m37s,DAN,medium,0.1111111111111111,6374943185.701552,False,False
2021-11-30_18h19m37s,S-2008-000652_4_S1_SM_Neg_20211129_AP,UTHSA,Annapurna Pamreddy,True,Negative,human,kidney,frozen,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,14.0,58.0,40.0,347.0,2021-12-01_18h08m03s,DAN,medium,0.004830917874396135,295280014.4792265,False,False
2022-04-01_21h01m59s,S1_NoLockMass_04012022,UTHSA,Annapurna Pamreddy,True,Negative,rat,kidney,frozen,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,24.0,33.0,221.0,1460.0,2022-04-01_21h01m59s,DAN,medium,1.0,113259350519.4671,True,False
2022-04-11_22h09m10s,S1_NoLockMass_04012022_Recal,UTHSA,Annapurna Pamreddy,True,Negative,rat,kidney,frozen,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,7.0,16.0,30.0,1091.0,2022-04-11_22h09m10s,DAN,medium,1.0,113259350519.4671,True,True
2022-05-21_20h06m53s,S-2107-023624_Mimetic2_S5_SM_Neg_20220520_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,21.0,51.0,129.0,527.0,2022-07-16_08h06m25s,DAN,medium,0.08333333333333333,699060426.90174,False,False
2022-06-09_20h31m42s,S-2102-003504_Mimetic1_S3_SM_Neg_20220608,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,21.0,26.0,131.0,871.0,2022-06-09_20h31m42s,DAN,medium,1.0,8388725122.820884,False,False
2022-06-11_22h21m56s,024_7_S3_SM_Neg_20220609_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,36.0,57.0,277.0,1402.0,2022-06-11_22h18m44s,DAN,medium,0.3333333333333333,2796241707.60696,True,False
2022-06-11_22h24m24s,024_9_S3_SM_Neg_20220609_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,28.0,27.0,86.0,1793.0,2022-06-11_22h18m44s,DAN,medium,0.3333333333333333,2796241707.60696,False,False
2022-06-12_08h07m32s,S-2108-005528_11_S3_SM_Neg_20220608_GZ1_ML,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,17.0,21.0,105.0,2173.0,2022-06-12_08h07m32s,DAN,medium,1.0,8388725122.820884,False,False
2022-07-16_07h07m42s,S-2101-000800_Mimetic1_S3_SM_Neg_20220713_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,33.0,43.0,206.0,209.0,2022-07-16_08h06m25s,DAN,medium,0.08333333333333333,699060426.90174,False,False
2022-08-16_10h14m23s,MouseBrain_PlasmaPI_Pos20um,UoW,Jesse Michael,True,Positive,mouse,brain,wildtype,MALDI,MALDI,TOF,qTOF,DHAP,"2,5-dihydroxyacetophenone (DHA)",Other,none,60000.0,14.0,249.0,556.0,1250.0,2022-08-16_10h14m23s,DHAP,low,1.0,19343576301.982254,False,False
